run_id,run_dir,reward,learning_rate,clip_range,epoch,n,loss_mean,approx_kl_mean,clipfrac_mean,reward_mean_mean,reward_std_mean,loss_std,approx_kl_std,clipfrac_std,reward_mean_std,reward_std_std
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,10,4,-1.6585418299158716e-08,1.042346877214162e-10,0.0,-101.19500000000001,22.619130984633344,0.9999981381608621,5.820828459666177e-11,0.0,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,11,4,2.076064773877395e-06,2.9457931753629207e-10,0.009999999776482582,-129.57750000000001,16.220969954044055,0.9999978556517131,2.847840139861486e-10,0.009999999776482582,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,12,4,-1.938977437720979e-06,1.5456906587996144e-10,0.004999999888241291,-114.24675,22.285812598770093,0.9999988111931839,7.166963436831145e-11,0.008660253844272624,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,13,4,-2.089900495820529e-06,2.4621020326687226e-10,0.004999999888241291,-99.0775,48.111809867744526,0.999998709973729,2.3632930870180675e-10,0.008660253844272624,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,14,4,3.284182163193483e-06,5.578800455451061e-10,0.024999999441206455,-120.47425000000001,19.659697777114992,0.9999933175006811,5.981786737066039e-10,0.016583123581115293,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,15,4,3.836058215661575e-07,2.9070284200682917e-10,0.009999999776482582,-103.4665,14.284899255857567,0.9999968852741191,2.8722111530848457e-10,0.009999999776482582,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,16,4,5.165488081715353e-07,2.505593397691963e-10,0.009999999776482582,-108.66024999999999,44.85967832795394,0.9999976989605381,1.6538157854063537e-10,0.009999999776482582,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,17,4,7.43106118861192e-08,6.224291446838004e-10,0.019999999552965164,-102.43575,17.30677921184355,0.9999963700718261,3.721850438782975e-10,0.014142135307629587,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,18,4,3.0765105032970474e-07,1.6724501384485224e-10,0.004999999888241291,-138.273,43.654144562687286,1.0000002770180578,8.921273691068997e-11,0.008660253844272624,0.0,0.0
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,19,4,1.4191696588172764e-06,1.6524988842581134e-10,0.009999999776482582,-123.74875,36.1990411639245,0.9999962888268663,1.2212061607272151e-10,0.009999999776482582,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,0,4,1.7014998586126207e-05,6.475716361406536e-08,0.11999999638646841,-102.158,42.53508350174006,0.9999588195054143,8.581654530081725e-08,0.11916375037092214,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,1,4,1.2617982463450361e-05,6.887191966037376e-09,0.07499999832361937,-104.14525,28.728587229230403,0.999964425080542,6.460268221191798e-09,0.045552166877551196,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,2,4,-1.494404819141204e-06,2.427401817745034e-09,0.029999999329447746,-107.14825,11.701210821427843,0.999985991462922,1.83455432051817e-09,0.022360679275197755,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,3,4,1.166086281088885e-05,6.305176086102149e-09,0.03999999910593033,-116.19825,28.603709011026876,0.9999787202824841,6.935512059553475e-09,0.014142135307629587,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,4,4,2.121657920906017e-06,6.90637456945975e-10,0.014999999664723873,-102.81450000000001,27.654316593436185,0.9999957942551478,6.9129586387098e-10,0.016583123581115293,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,5,4,6.584096253113569e-06,3.3880231714751574e-09,0.019999999552965164,-108.3215,35.37274224950619,0.9999909535591233,3.369656981962014e-09,0.02449489688032816,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,6,4,1.9192778199506044e-06,2.9268907020263413e-09,0.029999999329447746,-123.21849999999999,15.194767397035069,0.9999906050043661,2.8505030540100324e-09,0.029999999329447746,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,7,4,-6.224176108036994e-06,4.455167654064673e-09,0.029999999329447746,-99.7335,11.17280485151334,0.9999872740657255,5.070034875598833e-09,0.022360679275197755,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,8,4,2.3917021834268803e-06,2.160067721912462e-09,0.07499999739229679,-69.92025000000001,8.197633480919967,0.9999929070554496,2.6435530609912697e-09,0.06689543784425198,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,9,4,4.7840691883987985e-06,4.172806067695434e-09,0.049999999813735485,-99.93249999999999,19.319706603621082,0.9999893343391468,5.440963812749e-09,0.053851648424147254,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,10,4,-5.50881057281849e-06,1.7357066506296093e-08,0.04499999899417162,-76.168,22.416665240396487,0.9999912328791919,2.6132812507109013e-08,0.045552166877551196,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,11,4,3.2444105746154417e-06,6.885434767484044e-09,0.03999999910593033,-108.53925000000001,15.124957576386787,0.9999879261157009,6.6509786863321e-09,0.02449489688032816,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,12,4,-1.0633682281935286e-06,7.722930319559174e-09,0.05499999783933163,-106.70974999999999,20.794332790149817,0.9999927503583708,1.0779651599330124e-08,0.07262919200540847,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,13,4,-1.0552932614565913e-06,1.2416215330185443e-08,0.05499999783933163,-88.8995,28.79852807436519,0.999989082071636,9.427723013404524e-09,0.03840572678967728,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,14,4,1.1843417587198424e-05,1.2801217457586445e-08,0.0549999987706542,-97.48374999999999,12.008769053799806,0.9999832855367119,1.291391826597743e-08,0.04092676294457779,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,15,4,4.886651826088717e-06,2.984273306944063e-08,0.06499999854713678,-102.65825000000001,21.466586167518578,0.9999944234186027,4.453016903398395e-08,0.05894912929514223,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,16,4,1.4020882513871014e-05,1.286086258669994e-08,0.039999998174607754,-83.8115,29.62244548058111,0.9999726086948131,1.7703182872124434e-08,0.04242640460579975,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,17,4,2.546424147072124e-05,2.1718952476768028e-08,0.04999999888241291,-85.86749999999999,8.95761102359329,0.9999639967808828,2.100132550791817e-08,0.029999999329447746,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,18,4,4.445710572550943e-06,4.009415185144208e-08,0.06499999761581421,-115.18875000000001,21.8633215954827,0.9999951420009023,5.4344127212419363e-08,0.06837396856119317,0.0,0.0
lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,jpeg_compressibility,0.0006,0.0001,19,4,9.199638259571596e-06,5.300839763661136e-09,0.03999999910593033,-91.13675,17.487684471864764,0.9999870561121886,4.834334174158503e-09,0.03162277589485966,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,0,4,1.3252081248749104e-06,9.685974560608157e-09,0.009999999776482582,-102.158,42.53508350174006,0.9999817931837484,1.36207879524156e-08,0.009999999776482582,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,1,4,3.868972938844695e-06,1.1091765075854632e-09,0.0,-105.59525000000002,26.565556717063167,0.9999892012833878,7.387943732371497e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,2,4,-2.725141492562755e-06,5.808680828001123e-10,0.0,-105.912,10.971506573848465,0.9999885594353081,4.6048964728297294e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,3,4,-4.746621177359467e-07,1.732721736924514e-09,0.004999999888241291,-118.63350000000001,29.74017243141001,0.999988032577865,1.934237975948255e-09,0.008660253844272624,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,4,4,2.395389059689501e-06,2.2583768362338663e-10,0.0,-105.25825,20.94236997542303,0.999994824996161,1.5639174398100534e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,5,4,-1.2652309455407629e-06,1.8362249724207524e-09,0.004999999888241291,-109.86099999999999,35.33958922370208,0.9999907305900885,2.0451010318538695e-09,0.008660253844272624,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,6,4,-1.1092254999719997e-06,1.1918039662800473e-09,0.004999999888241291,-117.24775,13.212220505558486,0.999989824324593,1.162607925761844e-09,0.008660253844272624,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,7,4,-2.5237657536175684e-06,5.334845616482287e-10,0.0,-98.38125,13.685224977599017,0.9999973693677588,6.272989305576469e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,8,4,2.694471119113473e-06,8.272502335926468e-10,0.0,-72.49725000000001,8.91953253749881,0.9999886327527009,7.922828181856825e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,9,4,4.979312564670768e-06,2.480111943939378e-09,0.004999999888241291,-94.57775000000001,19.602558460249515,0.9999946803620097,3.344454450227507e-09,0.008660253844272624,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,10,4,-5.0626376019158315e-06,8.0381590099321e-10,0.0,-88.00025,26.93076134622822,0.9999923348329206,8.382299066968559e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,11,4,-4.754203294987658e-06,1.9941835517969797e-09,0.004999999888241291,-130.78549999999998,20.14782586906091,0.9999955307659267,2.5834660683993853e-09,0.008660253844272624,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,12,4,2.457843714637198e-06,2.7633626636935915e-10,0.0,-109.33425,20.681673824608584,0.9999962220381634,1.3807363232215244e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,13,4,-9.094509457324707e-07,7.958916546646488e-10,0.0,-88.493,32.20661454577304,0.9999965505258527,8.978105603389557e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,14,4,6.440519806267392e-06,1.7425943106032238e-09,0.004999999888241291,-117.223,15.925603081202294,0.9999863957855095,2.074313817109967e-09,0.008660253844272624,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,15,4,5.477655843142207e-06,7.767580398332363e-10,0.0,-111.97625,15.850918938266638,0.9999955611856828,8.031052430377323e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,16,4,-1.5215047840244633e-06,3.9123099898619174e-10,0.0,-109.2885,43.66190613395159,0.9999940565738014,1.5875937662991466e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,17,4,5.38115507354997e-06,5.78864983724614e-10,0.0,-100.82775,17.429167426687368,0.9999935198243921,4.670092100125219e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,18,4,2.012089172886977e-06,3.6228612037420005e-10,0.0,-131.5255,43.02154649998068,0.9999952607874015,3.274632390845233e-10,0.0,0.0,0.0
clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,jpeg_compressibility,0.0003,0.0005,19,4,1.9256605894302226e-06,7.769586328476574e-10,0.0,-123.588,36.370421842480745,0.9999889153993095,6.899922489158122e-10,0.0,0.0,0.0
