run_id,run_dir,reward_fn,learning_rate,clip_range,epoch,inner_epoch,_step,history_step_num,loss,approx_kl,clipfrac,reward,reward_mean,reward_std,_runtime,_timestamp,images/_type,images/captions,images/count,images/filenames,images/format,images/height,images/width
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,10,0,40,40,-1.6589024211750216,3.893968134049963e-11,0,"[-119.043, -63.672, -103.082, -118.983]",-101.19500000000001,22.619130984633344,406.471685476,1778062490.424345,images/separated,"['flatworm, platyhelminth | -118.98']",1,['media/images/images_39_258843d85ee27eda808e.jpg'],jpg,256,256
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,10,0,41,41,0.08342488208203587,5.363180038964188e-11,0,,,,413.861484048,1778062497.8631043,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,10,0,42,42,0.7864125017466161,1.646902891838664e-10,0,,,,421.045849754,1778062505.2529182,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,10,0,43,43,0.7890649710046964,1.5967697997165686e-10,0,,,,429.705560929,1778062512.4372525,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,11,0,44,44,-0.8648340408581118,8.493593328662286e-11,0,"[-131.852, -115.549, -155.221, -115.688]",-129.57750000000001,16.220969954044055,444.045381578,1778062528.1879842,images/separated,"['African chameleon, Chamae | -115.69']",1,['media/images/images_43_3a66adad0c0f54e8ddc3.jpg'],jpg,256,256
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,11,0,45,45,1.5808851225488,8.519005639806565e-11,0,,,,451.242346158,1778062535.4367301,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,11,0,46,46,-0.8562625586176111,7.768770071692188e-10,0.019999999552965164,,,,458.350154241,1778062542.6337397,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,11,0,47,47,0.14021978118601833,2.3131427329126097e-10,0.019999999552965164,,,,466.888058826,1778062549.7417295,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,12,0,48,48,-0.756122477807501,1.4721074359513864e-10,0,"[-97.396, -137.851, -134.563, -87.177]",-114.24675,22.285812598770093,481.173561712,1778062565.3808444,images/separated,"['Saluki, gazelle hound | -87.18']",1,['media/images/images_47_d9048af2712996726367.jpg'],jpg,256,256
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,12,0,49,49,1.0591576774597908,2.150149919222244e-10,0.019999999552965164,,,,488.348484634,1778062572.5649502,,,,,,,
