reward,run_id,run_dir,learning_rate,clip_range,epoch,n,reward_mean,reward_std,loss_mean,loss_std,approx_kl_mean,approx_kl_std,clipfrac_mean,clipfrac_std
jpeg_compressibility,lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,0.0001,0.0001,19,4,-123.74875,36.1990411639245,1.4191696588172764e-06,0.9999962888268663,1.6524988842581134e-10,1.2212061607272151e-10,0.009999999776482582,0.009999999776482582
jpeg_compressibility,lr_6e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_6e_4_2026.05.06_18.21.00,0.0006,0.0001,19,4,-91.13675,17.487684471864764,9.199638259571596e-06,0.9999870561121886,5.300839763661136e-09,4.834334174158503e-09,0.03999999910593033,0.03162277589485966
jpeg_compressibility,clip_5e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_clip_5e_4_2026.05.06_18.33.45,0.0003,0.0005,19,4,-123.588,36.370421842480745,1.9256605894302226e-06,0.9999889153993095,7.769586328476574e-10,6.899922489158122e-10,0.0,0.0
